Voyage Number,Grid No,Date,Latitude,Longitude,Pressure [db],Temp [°C-T090],DIC [umol/kg],TA [umol/kg],Month,Day,Year,Salinity [PSU],Depth [m]
Algoa Voyage 235,NML005,2017-02-22,"-30,8693","16,01233333","27,989","16,5851","2099,368444","2311,25",2,22,2017,"35,1009",
Algoa Voyage 235,NML005,2017-02-22,"-30,8693","16,01233333","17,32","16,7932","2090,98664","2312,83",2,22,2017,"35,1414",
Algoa Voyage 235,NML005,2017-02-22,"-30,8693","16,01233333","3,389","17,2449","2087,808034","2303,17",2,22,2017,"35,0295",
Algoa Voyage 235,NML004,2017-02-22,"-30,7458","16,53183333","238,125","8,6134","2201,883569","2291,85",2,22,2017,"34,6445",
Algoa Voyage 235,NML004,2017-02-22,"-30,7458","16,53183333","196,923","9,4622","2250,200414","2306,41",2,22,2017,"34,7322",
Algoa Voyage 235,NML004,2017-02-22,"-30,7458","16,53183333","85,26","11,4447","2301,371931","2305,56",2,22,2017,"34,9557",
Algoa Voyage 235,NML004,2017-02-22,"-30,7458","16,53183333","42,509","12,6281","2152,999838","2316,55",2,22,2017,"35,0999",
Algoa Voyage 235,NML004,2017-02-22,"-30,7458","16,53183333","26,266","13,1644","2234,570578",2314,2,22,2017,"35,1016",
Algoa Voyage 235,NML004,2017-02-22,"-30,7458","16,53183333","6,744","14,8784","2356,380047","2294,19",2,22,2017,"34,9",
Algoa Voyage 235,NML004,2017-02-22,"-30,7458","16,53183333","3,045","15,1181","2121,902133","2290,81",2,22,2017,"34,9051",
Algoa Voyage 235,NML003,2017-02-22,"-30,67","16,87616667","193,852","8,6128","2208,463487","2308,47",2,22,2017,"34,643",
Algoa Voyage 235,NML003,2017-02-22,"-30,67","16,87616667","136,932","8,9013","2197,672421","2300,93",2,22,2017,"34,67",
Algoa Voyage 235,NML003,2017-02-22,"-30,67","16,87616667","100,447","9,3304","2192,388241","2298,9",2,22,2017,"34,7155",
Algoa Voyage 235,NML003,2017-02-22,"-30,67","16,87616667","35,351","11,5612","2355,023572","2296,94",2,22,2017,"34,876",
Algoa Voyage 235,NML003,2017-02-22,"-30,67","16,87616667","12,774","14,5072","2144,375084","2272,05",2,22,2017,"34,8843",
Algoa Voyage 235,NML003,2017-02-22,"-30,67","16,87616667","4,007","15,528","2127,186313","2287,21",2,22,2017,"34,8795",
Algoa Voyage 235,NML002,2017-02-22,"-30,5822","17,26933333","128,354","9,3363","2154,752794","2301,33",2,22,2017,"34,7224",
Algoa Voyage 235,NML002,2017-02-22,"-30,5822","17,26933333","78,057","9,3512","2168,563834","2306,51",2,22,2017,"34,7246",
Algoa Voyage 235,NML002,2017-02-22,"-30,5822","17,26933333","50,561","9,7955","2091,882787","2304,6",2,22,2017,"34,7664",
Algoa Voyage 235,NML002,2017-02-22,"-30,5822","17,26933333","30,572","10,5264","2148,654038","2305,49",2,22,2017,"34,8446",
Algoa Voyage 235,NML002,2017-02-22,"-30,5822","17,26933333","11,314","12,756","2007,335786","2279,22",2,22,2017,"34,8265",
Algoa Voyage 235,NML002,2017-02-22,"-30,5822","17,26933333","3,015","14,8067","1991,200495","2348,09",2,22,2017,"34,8357",
Algoa Voyage 235,NML001,2017-02-22,"-30,5527","17,391","19,346","10,6656","2146,560292","2290,24",2,22,2017,"34,7652",
Algoa Voyage 235,NML001,2017-02-22,"-30,5527","17,391","7,776","12,0665","2118,38116","2262,79",2,22,2017,"34,7585",
Algoa Voyage 235,NML001,2017-02-22,"-30,5527","17,391","5,541","12,3224","2135,380841","2266,38",2,22,2017,"34,7521",
Algoa Voyage 235,SHBML001,2017-02-23,"-32,3013","18,31116667","14,701","9,6526","2221,935149","2323,19",2,23,2017,"34,7461",
Algoa Voyage 235,SHBML001,2017-02-23,"-32,3013","18,31116667","8,969","9,9791","2220,158347","2304,41",2,23,2017,"34,7402",
Algoa Voyage 235,SHBML001,2017-02-23,"-32,3013","18,31116667","2,419","9,8697","2214,386138","2320,08",2,23,2017,"34,7432",
Algoa Voyage 235,SHBML002,2017-02-23,"-32,3103","18,275","24,081","9,6867","2403,380333","2300,66",2,23,2017,"34,7471",
Algoa Voyage 235,SHBML002,2017-02-23,"-32,3103","18,275","16,43","9,7763","2213,809878","2295,5",2,23,2017,"34,7442",
Algoa Voyage 235,SHBML002,2017-02-23,"-32,3103","18,275","7,975","10,5516","2212,570918","2284,58",2,23,2017,"34,7367",
Algoa Voyage 235,SHBML002,2017-02-23,"-32,3103","18,275","1,767","10,7544","2196,474045","2289,68",2,23,2017,"34,7317",
Algoa Voyage 235,SHBML003,2017-02-23,"-32,3303","18,17983333","73,467","9,4878","2266,102103","2301,35",2,23,2017,"34,993",
Algoa Voyage 235,SHBML003,2017-02-23,"-32,3303","18,17983333","24,049","9,6798","2274,71096","2304,03",2,23,2017,"34,6423",
Algoa Voyage 235,SHBML003,2017-02-23,"-32,3303","18,17983333","7,745","11,4183","2227,448233","2303,4",2,23,2017,"33,6376",
Algoa Voyage 235,SHBML003,2017-02-23,"-32,3303","18,17983333","1,527","11,8291","2229,835648","2295,69",2,23,2017,"34,4902",
Algoa Voyage 235,SHBML004,2017-02-23,"-32,3737","17,99283333","108,303","9,3325","2279,688114","2294,16",2,23,2017,"34,6436",
Algoa Voyage 235,SHBML004,2017-02-23,"-32,3737","17,99283333","60,724","9,4106","2276,784774","2293,97",2,23,2017,"34,7311",
Algoa Voyage 235,SHBML004,2017-02-23,"-32,3737","17,99283333","39,403","10,6189","2229,016239","2287,45",2,23,2017,"34,7619",
Algoa Voyage 235,SHBML004,2017-02-23,"-32,3737","17,99283333","14,808","13,3385","2156,149495","2287,36",2,23,2017,"34,7405",
Algoa Voyage 235,SHBML004,2017-02-23,"-32,3737","17,99283333","5,733","14,1416","2122,735799","2277,72",2,23,2017,"34,7719",
Algoa Voyage 235,SHBML014,2017-02-23,"-32,6673","18,08766667","17,588","10,5621","2252,182259","2263,34",2,23,2017,"34,7371",
Algoa Voyage 235,SHBML016,2017-02-23,"-32,6673","18,08766667","9,976","11,3151","2336,439805","2267,01",2,23,2017,"34,7278",
Algoa Voyage 235,SHBML017,2017-02-23,"-32,6673","18,08766667","4,11","12,2647","2255,672336","2256,57",2,23,2017,"34,7242",
Algoa Voyage 235,SHBML013,2017-02-23,"-32,6837","17,76716667","99,665","9,4927","2266,011058","2297,93",2,23,2017,"34,7383",
Algoa Voyage 235,SHBML013,2017-02-23,"-32,6837","17,76716667","39,538","9,5046","2266,516866","2325,9",2,23,2017,"34,739",
Algoa Voyage 235,SHBML013,2017-02-23,"-32,6837","17,76716667","30,685","10,1952","2229,19833","2297,63",2,23,2017,"34,774",
Algoa Voyage 235,SHBML013,2017-02-23,"-32,6837","17,76716667","15,067","13,1673","2127,460049","2271,47",2,23,2017,"34,7595",
Algoa Voyage 235,SHBML013,2017-02-23,"-32,6837","17,76716667","9,45","14,229","2097,910728","2276,82",2,23,2017,"34,7512",
Algoa Voyage 235,SHBML013,2017-02-23,"-32,6837","17,76716667","1,451","14,5379","2092,20521","2276,14",2,23,2017,"34,7521",
Algoa Voyage 235,SHBML005,2017-02-23,"-32,4163","17,80466667","145,586","8,7525","2248,792601","2325,65",2,23,2017,"34,6614",
Algoa Voyage 235,SHBML005,2017-02-23,"-32,4163","17,80466667","101,399","8,8364","2167,084559","2318,04",2,23,2017,"34,6688",
Algoa Voyage 235,SHBML005,2017-02-23,"-32,4163","17,80466667","58,054","9,4316","2169,647711","2312,92",2,23,2017,"34,7279",
Algoa Voyage 235,SHBML005,2017-02-23,"-32,4163","17,80466667","21,069","12,5938","2179,870046","2299,23",2,23,2017,"34,7834",
Algoa Voyage 235,SHBML005,2017-02-23,"-32,4163","17,80466667","10,252","14,473","2145,741777","2338,05",2,23,2017,"34,7832",
Algoa Voyage 235,SHBML005,2017-02-23,"-32,4163","17,80466667","1,693","14,8245","2135,297437","2350,39",2,23,2017,"34,7887",
Algoa Voyage 235,SHBML006,2017-02-23,"-32,46","17,6075","183,731","9,1008","2200,264261","2305,38",2,23,2017,"34,6947",
Algoa Voyage 235,SHBML006,2017-02-23,"-32,46","17,6075","51,644","12,3728","2142,714432","2330,5",2,23,2017,"35,0495",
Algoa Voyage 235,SHBML006,2017-02-23,"-32,46","17,6075","28,706","14,2919","2143,83455","2328,93",2,23,2017,"35,1165",
Algoa Voyage 235,SHBML006,2017-02-23,"-32,46","17,6075","9,551","18,1959","2104,973531","2353,69",2,23,2017,"35,263",
Algoa Voyage 235,SHBML006,2017-02-23,"-32,46","17,6075","3,534","19,0905","2088,918511","2354,53",2,23,2017,"35,2704",
Algoa Voyage 235,SHBML007,2017-02-23,"-32,5057","17,421","225,694","8,2042","2208,397727","2293,09",2,23,2017,"34,6023",
Algoa Voyage 235,SHBML007,2017-02-23,"-32,5057","17,421","100,457","10,044","2184,673434","2305,45",2,23,2017,"34,7875",
Algoa Voyage 235,SHBML007,2017-02-23,"-32,5057","17,421","50,829","13,3428","2143,370357","2326,85",2,23,2017,"35,0529",
Algoa Voyage 235,SHBML007,2017-02-23,"-32,5057","17,421","30,597","17,1851","2069,296451","2223,75",2,23,2017,"35,2453",
Algoa Voyage 235,SHBML007,2017-02-23,"-32,5057","17,421","14,787","17,7891","2080,937324","2332,38",2,23,2017,"35,2734",
Algoa Voyage 235,SHBML007,2017-02-23,"-32,5057","17,421","4,433","19,1971","2078,592982","2322,5",2,23,2017,"35,2812",
Algoa Voyage 235,SHBML008,2017-02-23,"-32,5733","17,1965","277,724","7,8862","2113,364025","2324,21",2,23,2017,"34,5691",
Algoa Voyage 235,SHBML008,2017-02-23,"-32,5733","17,1965","49,052","13,3691","2138,191824","2337,66",2,23,2017,"34,9875",
Algoa Voyage 235,SHBML008,2017-02-23,"-32,5733","17,1965","30,054","16,0446","2202,691554","2310,31",2,23,2017,"35,187",
Algoa Voyage 235,SHBML008,2017-02-23,"-32,5733","17,1965","11,247","18,4007","2089,809447","2317,56",2,23,2017,"35,2454",
Algoa Voyage 235,SHBML009,2017-02-24,"-32,615","16,99166667","308,976","7,14","2180,864918","2303,03",2,24,2017,"34,4962",
Algoa Voyage 235,SHBML009,2017-02-24,"-32,615","16,99166667","253,29","7,7719","2198,619269","2295,37",2,24,2017,"34,5592",
Algoa Voyage 235,SHBML009,2017-02-24,"-32,615","16,99166667","200,339","8,3586","2185,674862","2299,97",2,24,2017,"34,617",
Algoa Voyage 235,SHBML009,2017-02-24,"-32,615","16,99166667","53,722","14,3131","2119,487609","2313,52",2,24,2017,"35,0611",
Algoa Voyage 235,SHBML009,2017-02-24,"-32,615","16,99166667","31,407","14,6839","2110,797374","2312,88",2,24,2017,"35,0716",
Algoa Voyage 235,SHBML009,2017-02-24,"-32,615","16,99166667","11,199","15,2418","2108,816809","2306,21",2,24,2017,"35,0903",
Algoa Voyage 235,SHBML009,2017-02-24,"-32,615","16,99166667","3,827","15,3872","2109,726253","2329,77",2,24,2017,"35,0984",
Algoa Voyage 235,SHBML010,2017-02-24,"-32,6573","16,80883333","381,411","6,0584","2183,51517","2292,16",2,24,2017,"34,4111",
Algoa Voyage 235,SHBML010,2017-02-24,"-32,6573","16,80883333","275,971","8,1287","2192,732032","2294,28",2,24,2017,"34,5922",
Algoa Voyage 235,SHBML010,2017-02-24,"-32,6573","16,80883333","203,375","9,3242","2171,553506","2297,6",2,24,2017,"34,7155",
Algoa Voyage 235,SHBML010,2017-02-24,"-32,6573","16,80883333","103,214","12,06","2150,810502","2314,92",2,24,2017,"35,036",
Algoa Voyage 235,SHBML010,2017-02-24,"-32,6573","16,80883333","53,267","12,987","2142,576096","2317,82",2,24,2017,"34,9977",
Algoa Voyage 235,SHBML010,2017-02-24,"-32,6573","16,80883333","21,139","16,6918","2108,068569","2339,5",2,24,2017,"35,0818",
Algoa Voyage 235,SHBML010,2017-02-24,"-32,6573","16,80883333","9,106","17,7474","2085,472064","2303,84",2,24,2017,"35,1445",
Algoa Voyage 235,SHBML010,2017-02-24,"-32,6573","16,80883333","2,84","18,075","2083,426123","2310,62",2,24,2017,"35,1508",
Algoa Voyage 235,SHBML011,2017-02-24,"-32,7023","16,61983333","551,648","5,1308","2187,779235","2295,82",2,24,2017,"34,3654",
Algoa Voyage 235,SHBML012,2017-02-24,"-32,7023","16,61983333","394,127","7,3498","2185,723165","2298,22",2,24,2017,"34,5136",
Algoa Voyage 235,SHBML013,2017-02-24,"-32,7023","16,61983333","321,785","7,9397","2183,484785","2299,32",2,24,2017,"34,5703",
Algoa Voyage 235,SHBML014,2017-02-24,"-32,7023","16,61983333","187,991","10,2599","2146,992087","2302,31",2,24,2017,"34,7898",
Algoa Voyage 235,SHBML015,2017-02-24,"-32,7023","16,61983333","44,501","15,5675","2123,534667","2322,74",2,24,2017,"35,2885",
Algoa Voyage 235,SHBML016,2017-02-24,"-32,7023","16,61983333","14,874","17,6245","2089,401891","2321,5",2,24,2017,"35,3246",
Algoa Voyage 235,SHBML018,2017-02-24,"-32,7023","16,61983333","9,702","17,8372","2078,949362","2322,44",2,24,2017,"35,3429",
Algoa Voyage 235,SHBML019,2017-02-24,"-32,7023","16,61983333","3,807","18,0816","2084,884616","2323,34",2,24,2017,"35,3562",
Algoa Voyage 235,SHBML012,2017-02-24,"-32,7433","16,43233333","999,991","3,3419","2192,30986","2290,14",2,24,2017,"34,4874",
Algoa Voyage 235,SHBML012,2017-02-24,"-32,7433","16,43233333","496,792","6,624","2137,981291","2312,47",2,24,2017,"34,4573",
Algoa Voyage 235,SHBML012,2017-02-24,"-32,7433","16,43233333","202,572","12,1534","2126,442658","2313,37",2,24,2017,"35,0367",
Algoa Voyage 235,SHBML012,2017-02-24,"-32,7433","16,43233333","102,25","13,7706","2113,246989","2328,22",2,24,2017,"35,0878",
Algoa Voyage 235,SHBML012,2017-02-24,"-32,7433","16,43233333","60,084","15,1851","2084,935914","2323,21",2,24,2017,"35,2784",
Algoa Voyage 235,SHBML012,2017-02-24,"-32,7433","16,43233333","23,334","17,2339","2083,420331","2321,02",2,24,2017,"35,336",
Algoa Voyage 235,SHBML012,2017-02-24,"-32,7433","16,43233333","10,175","19,3598","2087,310326","2315,38",2,24,2017,"35,4103",
Algoa Voyage 235,SML010,2017-02-25,"-34,558","17,23966667","1014,794","3,6588","2228,289782","2320,56",2,25,2017,"34,4657",
Algoa Voyage 235,SML010,2017-02-25,"-34,558","17,23966667","715,908","4,7247","2193,552638","2296,11",2,25,2017,"34,3044",
Algoa Voyage 235,SML010,2017-02-25,"-34,558","17,23966667","606,385","6,3912","2179,94271","2306,4",2,25,2017,"34,4338",
Algoa Voyage 235,SML010,2017-02-25,"-34,558","17,23966667","402,289","9,3766","2181,842239","2301,48",2,25,2017,"34,683",
Algoa Voyage 235,SML010,2017-02-25,"-34,558","17,23966667","96,787","15,0335","2106,244999","2331,25",2,25,2017,"35,2332",
Algoa Voyage 235,SML010,2017-02-25,"-34,558","17,23966667","62,394","15,9059","2089,957543","2327,71",2,25,2017,"35,2144",
Algoa Voyage 235,SML010,2017-02-25,"-34,558","17,23966667","30,723","19,701","2070,689441","2346,4",2,25,2017,"35,615",
Algoa Voyage 235,SML010,2017-02-25,"-34,558","17,23966667","2,275","21,0531","2050,400847","2343,25",2,25,2017,"35,5633",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","1024,327","3,5117","2232,530654","2326,45",2,25,2017,"34,5128",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","724,411","4,6172","2207,234979","2288,14",2,25,2017,"34,3154",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","599,732","5,8265","2183,12409","2296,01",2,25,2017,"34,3841",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","399,22","9,1861","2170,861054","2295,16",2,25,2017,"34,7136",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","191,767","12,9304","2137,383271","2316,54",2,25,2017,"35,1169",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","104,716","14,8319","2108,816779","2317,96",2,25,2017,"35,2188",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","51,424","17,1429","2096,260078","2320,78",2,25,2017,"35,4173",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","28,688","21,2609","2065,050603","2321,66",2,25,2017,"35,5277",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","8,209","21,3794","2050,134458","2333,32",2,25,2017,"35,5275",
Algoa Voyage 235,SML009,2017-02-25,"-34,5192","17,34666667","4,911","21,3735","2052,048342","2323,73",2,25,2017,"35,528",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","1002,972","3,6094","2237,148279","2327,12",2,25,2017,"34,5078",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","740,287","4,3685","2203,559107","2303,21",2,25,2017,"34,3305",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","548,48","6,2061","2175,721712","2294,33",2,25,2017,"34,4061",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","171,135","13,2611","2144,75527","2316,89",2,25,2017,"35,1503",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","113,005","13,4816","2107,50035","2316,51",2,25,2017,"34,9752",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","60,433","16,5883","2121,08994","2312,66",2,25,2017,"35,3219",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","52,209","17,843","2084,078486","2327,01",2,25,2017,"35,369",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","42,067","19,5602","2061,446297","2339,31",2,25,2017,"35,5652",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","10,648","21,403","2054,716172","2334,09",2,25,2017,"35,514",
Algoa Voyage 235,SML008,2017-02-25,"-34,4883","17,41233333","4,277","21,4033","2069,286337","2328,53",2,25,2017,"35,5163",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","1003,178","3,4038","2219,992699","2324,86",2,25,2017,"34,4962",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","751,163","4,5081","2207,28921","2308,66",2,25,2017,"34,4062",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","562,876","5,4117","2181,72079","2296,12",2,25,2017,"34,332",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","189,451","12,0122","2134,186131","2312,9",2,25,2017,"35,0197",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","109,837","13,8876","2117,739199","2337,83",2,25,2017,"35,088",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","62,747","16,2163","2100,343795","2323,56",2,25,2017,"35,2666",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","53,983","16,6472","2080,15342","2322,32",2,25,2017,"35,2271",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","35,459","21,275","2063,676218","2331,02",2,25,2017,"35,5037",
Algoa Voyage 235,SML007,2017-02-25,"-34,4483","17,52066667","6,565","21,4038","2054,130944","2334,48",2,25,2017,"35,4999",
Algoa Voyage 235,SML006,2017-02-25,"-34,3703","17,69116667","578,734","5,6153","2177,886536","2300,89",2,25,2017,"34,3887",
Algoa Voyage 235,SML006,2017-02-25,"-34,3703","17,69116667","429,436","6,2295","2181,105292","2296,38",2,25,2017,"34,4252",
Algoa Voyage 235,SML006,2017-02-25,"-34,3703","17,69116667","187,131","10,6345","2130,324995","2308,33",2,25,2017,"34,8095",
Algoa Voyage 235,SML006,2017-02-25,"-34,3703","17,69116667","95,96","13,402","2114,783915",2313,2,25,2017,"35,0673",
Algoa Voyage 235,SML006,2017-02-25,"-34,3703","17,69116667","60,973","15,8458","2124,776058","2319,77",2,25,2017,"35,354",
Algoa Voyage 235,SML006,2017-02-25,"-34,3703","17,69116667","35,127","20,1299","2052,457286","2321,88",2,25,2017,"35,4393",
Algoa Voyage 235,SML006,2017-02-25,"-34,3703","17,69116667","27,771","21,1516","2062,885635","2325,72",2,25,2017,"35,504",
Algoa Voyage 235,SML006,2017-02-25,"-34,3703","17,69116667","2,21","21,2546","2059,730755","2318,56",2,25,2017,"35,5131",
Algoa Voyage 235,SML004,2017-02-25,"-34,31","17,85","331,344","8,3483","2223,622197","2257,06",2,25,2017,"34,6215",
Algoa Voyage 235,SML004,2017-02-25,"-34,31","17,85","302,532","8,4077","2190,825649","2293,45",2,25,2017,"34,6245",
Algoa Voyage 235,SML004,2017-02-25,"-34,31","17,85","209,574","10,5984","2140,621468","2301,95",2,25,2017,"34,8746",
Algoa Voyage 235,SML004,2017-02-25,"-34,31","17,85","101,059","12,5347","2155,76692","2312,53",2,25,2017,"35,0924",
Algoa Voyage 235,SML004,2017-02-25,"-34,31","17,85","36,269","20,2575","2086,887068","2330,95",2,25,2017,"35,5525",
Algoa Voyage 235,SML004,2017-02-25,"-34,31","17,85","25,606","20,629","2059,700322","2335,1",2,25,2017,"35,5527",
Algoa Voyage 235,SML004,2017-02-25,"-34,31","17,85","11,762","20,6414","2066,121669","2329,08",2,25,2017,"35,5252",
Algoa Voyage 235,SML004,2017-02-25,"-34,31","17,85","5,192","20,6577","2072,157532","2332,29",2,25,2017,"35,5297",
Algoa Voyage 235,SML003,2017-02-25,"-34,2685","17,9585","272,911","8,7875","2188,914555","2295,76",2,25,2017,"34,6634",
Algoa Voyage 235,SML003,2017-02-25,"-34,2685","17,9585","247,958","8,7931","2193,189167","2296,27",2,25,2017,"34,6636",
Algoa Voyage 235,SML003,2017-02-25,"-34,2685","17,9585","170,291","10,2298","2153,383738","2300,59",2,25,2017,"34,7987",
Algoa Voyage 235,SML003,2017-02-25,"-34,2685","17,9585","66,196","12,7599","2135,941705","2318,55",2,25,2017,"35,1009",
Algoa Voyage 235,SML003,2017-02-25,"-34,2685","17,9585","44,697","13,7781","2133,930717","2320,08",2,25,2017,"35,1766",
Algoa Voyage 235,SML003,2017-02-25,"-34,2685","17,9585","20,184","17,4853","2077,501798","2320,13",2,25,2017,"35,2311",
Algoa Voyage 235,SML003,2017-02-25,"-34,2685","17,9585","11,97","19,1566","2071,074722","2325,25",2,25,2017,"35,3723",
Algoa Voyage 235,SML003,2017-02-25,"-34,2685","17,9585","5,591","20,451","2062,495182","2328,96",2,25,2017,"35,4298",
Algoa Voyage 235,SML002,2017-02-25,"-34,2193","18,06966667","227,917","8,7272","2216,411526","2302,84",2,25,2017,"34,656",
Algoa Voyage 235,SML002,2017-02-25,"-34,2193","18,06966667","101,037","10,587","2162,034017","2307,6",2,25,2017,"34,8617",
Algoa Voyage 235,SML002,2017-02-25,"-34,2193","18,06966667","53,101","12,3711","2134,97158","2343,11",2,25,2017,"34,9605",
Algoa Voyage 235,SML002,2017-02-25,"-34,2193","18,06966667","29,433","14,3338","2128,3525","2308,19",2,25,2017,"35,0676",
Algoa Voyage 235,SML002,2017-02-25,"-34,2193","18,06966667","30,851","14,2857","2126,594149","2314,43",2,25,2017,"35,0631",
Algoa Voyage 235,SML002,2017-02-25,"-34,2193","18,06966667","11,062","17,3362","2080,523332","2300,44",2,25,2017,"35,2214",
Algoa Voyage 235,SML002,2017-02-25,"-34,2193","18,06966667","3,669","17,537","2097,116506","2342,18",2,25,2017,"35,2315",
Algoa Voyage 235,SML001,2017-02-25,"-34,15","18,29016667","28,101","10,9321","2184,316568","2305,38",2,25,2017,"34,753",
Algoa Voyage 235,SML001,2017-02-25,"-34,15","18,29016667","20,664","11,5764","2167,21812","2291,21",2,25,2017,"34,7482",
Algoa Voyage 235,SML001,2017-02-25,"-34,15","18,29016667","11,828","13,0894","2119,500112","2267,13",2,25,2017,"34,8257",
Algoa Voyage 235,SML001,2017-02-25,"-34,15","18,29016667","3,097","13,2601","2151,271696","2258,12",2,25,2017,"34,794",
Algoa V246,KML002,2018-02-15,"-29,41916667","16,79216667","10,89","12,5005","2215,482793","2259,34",2,15,2018,"34,8211",
Algoa V246,KML002,2018-02-15,"-29,41916667","16,79216667","2,07","14,0614","2171,829501","2270,09",2,15,2018,"34,8197",
Algoa V246,KML003,2018-02-15,"-29,5115","16,41333333","148,958","9,4559","2310,377852","2278,61",2,15,2018,"34,7353",
Algoa V246,KML003,2018-02-15,"-29,5115","16,41333333","100,586","9,517","2287,436404","2295,1",2,15,2018,"34,7364",
Algoa V246,KML003,2018-02-15,"-29,5115","16,41333333","50,755","10,8204","2246,3452","2284,19",2,15,2018,"34,819",
Algoa V246,KML003,2018-02-15,"-29,5115","16,41333333","29,028","12,748","2115,512451","2264,58",2,15,2018,"34,8155",
Algoa V246,KML003,2018-02-15,"-29,5115","16,41333333","23,634","13,4709","2193,538799","2267,54",2,15,2018,"34,8288",
Algoa V246,KML003,2018-02-15,"-29,5115","16,41333333","18,124","14,0842","2204,56947","2259,09",2,15,2018,"34,8247",
Algoa V246,KML003,2018-02-15,"-29,5115","16,41333333","10,804","14,6366","2175,780202","2250,39",2,15,2018,"34,8341",
Algoa V246,KML003,2018-02-15,"-29,5115","16,41333333","1,989","15,4048","3256,81525","2248,44",2,15,2018,"34,8317",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","187,213","8,8899","2202,45556","2307,87",2,16,2018,"34,664",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","150,796","8,9624","2240,329385","2318,24",2,16,2018,"34,6718",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","100,333","10,4626","2196,928189","2318,92",2,16,2018,"34,8427",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","46,771","12,2393","2186,848864","2320,91",2,16,2018,"35,0276",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","38,627","12,5462","2190,267755","2320,52",2,16,2018,"35,0562",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","27,392","16,2634","2160,522417","23335,6",2,16,2018,"34,9827",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","19,673","17,0009","2148,127706","2330,28",2,16,2018,"34,971",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","13,499","18,3242","2139,358792","2341,55",2,16,2018,"34,9491",
Algoa V246,KML004,2018-02-16,"-29,6575","15,936","1,306","18,4241","2121,219949","2334,55",2,16,2018,"34,948",
Algoa V246,KML005,2018-02-16,"-29,81066667","15,397","195,799","9,2096","2205,825188","2299,81",2,16,2018,"34,7019",
Algoa V246,KML005,2018-02-16,"-29,81066667","15,397","101,879","11,5512","2159,566704","2305,1",2,16,2018,"34,9694",
Algoa V246,KML005,2018-02-16,"-29,81066667","15,397","50,33","13,5818","2131,407653","2321,01",2,16,2018,"35,1451",
Algoa V246,KML005,2018-02-16,"-29,81066667","15,397","30,011","16,0068","2078,685791","2338,25",2,16,2018,"35,1768",
Algoa V246,KML005,2018-02-16,"-29,81066667","15,397","15,381","18,3939","2039,491702","2310,88",2,16,2018,"35,0029",
Algoa V246,KML005,2018-02-16,"-29,81066667","15,397","10,709","18,9804","2038,447314","2313,98",2,16,2018,"34,9792",
Algoa V246,KML005,2018-02-16,"-29,81066667","15,397","4,124","18,9816","2060,330188","2322,12",2,16,2018,"34,9789",
Algoa V246,KML006,2018-02-16,"-29,86466667","15,17983333","259,009","9,7249","2194,172859","2288,9",2,16,2018,"34,7591",
Algoa V246,KML006,2018-02-16,"-29,86466667","15,17983333","202,455","10,1856","2183,725235","2285,32",2,16,2018,"34,8082",
Algoa V246,KML006,2018-02-16,"-29,86466667","15,17983333","100,632","12,7536","2140,651519","2144,4",2,16,2018,"35,0947",
Algoa V246,KML006,2018-02-16,"-29,86466667","15,17983333","49,251","15,7943","2130,890973","2302,06",2,16,2018,"35,1631",
